"File","Line","Rule","Message"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Models/Company.cs","9","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Models/Company.cs","10","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Models/Person.cs","10","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Models/Person.cs","11","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Models/Person.cs","12","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/QueryTests.cs","28","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/QueryTests.cs","38","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","43","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","66","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","71","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","95","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","100","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","124","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","130","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","152","MA0076","Do not use implicit culture-sensitive ToString in interpolated strings"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepository.cs","157","MA0042","Use 'ExecuteAsync' instead of 'Execute'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepositoryExtensions.cs","12","RCS1175","Unused 'this' parameter 'personRepository'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/Repositories/PersonRepositoryExtensions.cs","18","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/TestFixture.cs","108","MA0038","Make method static (deprecated, use CA1822 instead)"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/TestFixture.cs","125","CA2012","ValueTask instances should not have their result directly accessed unless the instance has already completed. Unlike Tasks, calling Result or GetAwaiter().GetResult() on a ValueTask is not guaranteed to block until the operation completes. If you can't simply await the instance, consider first checking its IsCompleted property (or asserting it's true if you know that to be the case)."
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/TestFixture.cs","139","MA0038","Make method static (deprecated, use CA1822 instead)"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","52","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","65","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","73","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","131","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","145","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.Sqlite.IntegrationTest/UpdateTests.cs","154","FAA0002","Use AwesomeAssertions equivalent"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/EntityMapContext.cs","143","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/EntityMapContext.cs","148","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","145","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","146","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","148","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","150","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","303","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","304","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","306","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","308","FAA0002","Use AwesomeAssertions equivalent"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlUpdateContext.cs","46","CC0014","You can use a ternary operator."
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/TestFixture.cs","62","MA0003","Name the parameter to improve code readability"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/TestFixture.cs","65","MA0040","Use an overload with a CancellationToken, available tokens: Xunit.TestContext.Current.CancellationToken"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/TestFixture.cs","117","CA2012","ValueTask instances should not have their result directly accessed unless the instance has already completed. Unlike Tasks, calling Result or GetAwaiter().GetResult() on a ValueTask is not guaranteed to block until the operation completes. If you can't simply await the instance, consider first checking its IsCompleted property (or asserting it's true if you know that to be the case)."
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlQueryContext.cs","144","MA0089","Use an overload with char instead of string"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlQueryContext.cs","221","MA0089","Use an overload with char instead of string"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","101","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","103","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","104","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","125","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/TestFixture.cs","97","MA0038","Make method static (deprecated, use CA1822 instead)"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlInsertContext.cs","151","RCS1197","Optimize StringBuilder.Append call"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlInsertContext.cs","151","MA0028","Replace with AppendJoin()"
"src/AdaskoTheBeAsT.Dapper.GraphQL/Contexts/SqlQueryContext.cs","23","IDE0028","Collection initialization can be simplified"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/QueryTests.cs","27","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/QueryTests.cs","37","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","52","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","65","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","131","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","145","CA1861","Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","147","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","149","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","305","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","307","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/GraphQL/Cursor.cs","70","CA1510","Use 'ArgumentNullException.ThrowIfNull' instead of explicitly throwing a new exception instance"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/GraphQL/PersonMutation.cs","16","RCS1163","Unused parameter 'personQueryBuilder'"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","56","RCS1212","Remove redundant assignment"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","60","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","98","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","214","RCS1212","Remove redundant assignment"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","218","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","256","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/TestFixture.cs","133","MA0038","Make method static (deprecated, use CA1822 instead)"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","99","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/EntityMapContextTests.cs","119","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","204","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","301","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","302","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","154","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/GraphQLTests.cs","207","RCS1266","Use raw string literal"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/InsertTests.cs","144","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/UpdateTests.cs","73","FAA0002","Use AwesomeAssertions equivalent"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/GraphQLTests.cs","254","RCS1266","Use raw string literal"
"test/integ/AdaskoTheBeAsT.Dapper.GraphQL.PostgreSql.IntegrationTest/GraphQLTests.cs","72","RCS1266","Use raw string literal"
